Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
87727.985297,5.17080141,8.7641036,4.16,69525.1967,1462475.821,"8913 Oak St Suite 632, Dallas, TX"
70282.521399,4.03773731,6.85313995,3.18,56985.5632,1156133.41,"8015 Maple St Suite 433, Denver, CO"
68391.549554,5.15968415,7.59824327,4.43,48850.9717,1162932.137,"6685 Maple St Suite 331, Atlanta, GA"
40899.082708,7.55154269,8.27323251,4.19,64659.1768,1240562.42,"8114 Pine St Suite 173, Phoenix, AZ"
46928.334481,5.24895896,8.77662369,4.79,24829.3613,1005237.999,"3130 Oak St Suite 116, New York, NY"
50704.885039,3.65669919,8.79359622,4.52,23351.0924,950611.931,"5858 Washington St Suite 110, Phoenix, AZ"
54021.871143,4.99932749,5.12650626,2.7,65977.7845,1062518.45,"9722 Oak St Suite 795, Atlanta, GA"
98390.942307,5.99995877,5.4604787,3.4,43679.8744,1417404.89,"1606 Washington St Suite 805, Denver, CO"
96438.561663,7.47878537,9.96246822,5.85,68138.413,1641979.75,"1423 Lincoln St Suite 358, Dallas, TX"
35807.527804,7.79422908,8.00925943,3.75,42734.3099,1087148.083,"7689 Oak St Suite 430, Phoenix, AZ"
68683.803636,7.63232069,6.15839292,3.26,24747.688,1196799.127,"2104 Oak St Suite 618, Atlanta, GA"
34836.972618,3.4498662,4.92318804,2.66,60065.3839,754774.145,"4149 Maple St Suite 814, Atlanta, GA"
42174.307504,5.61380746,8.97488543,6.27,50056.0174,1053866.613,"6992 Maple St Suite 803, Miami, FL"
97799.533893,2.61456521,6.37502335,3.99,39365.1839,1244856.617,"2894 Washington St Suite 144, Phoenix, AZ"
42787.445975,4.72056328,7.78123195,3.75,31436.6262,902738.483,"7286 Maple St Suite 203, Miami, FL"
39744.371543,7.92285114,9.626707,5.2,41904.8647,1141744.947,"337 Hill St Suite 750, Dallas, TX"
59303.721362,2.26829489,6.05403788,3.09,23346.9275,903726.671,"1430 Lake St Suite 998, Denver, CO"
63223.786116,6.05690854,4.70262371,2.2,26876.3637,1068024.172,"3061 Cedar St Suite 556, Denver, CO"
69015.793192,5.82303793,9.79605762,5.09,49106.0256,1333474.581,"1899 Oak St Suite 337, Seattle, WA"
40317.10618,3.06571858,7.91031731,5.61,22999.6993,808569.684,"4357 Oak St Suite 410, Miami, FL"
52367.043826,3.94940918,6.36272418,4.05,53201.8176,975760.062,"7837 Lincoln St Suite 319, Dallas, TX"
42069.257998,6.42426036,7.38920857,3.54,23545.9269,959071.659,"2383 Maple St Suite 589, Dallas, TX"
69631.01865,3.97654257,8.27389623,3.99,38086.1257,1109757.864,"3693 Lake St Suite 516, New York, NY"
82665.966453,2.34327125,5.24341306,3.06,29630.2847,1042286.975,"7370 Cedar St Suite 866, Miami, FL"
63555.60603,9.59510325,6.56683099,3.81,63593.5597,1374885.282,"2577 Cedar St Suite 713, Phoenix, AZ"
64799.3439,2.60044327,7.19875249,4.15,48084.3336,1024435.78,"655 Hill St Suite 384, Boston, MA"
49658.343513,7.20133488,9.90675234,5.92,61816.2236,1229979.901,"9918 Hill St Suite 415, Atlanta, GA"
65800.797225,5.08875082,9.09811337,4.66,54762.4781,1298678.15,"9405 Pine St Suite 580, Denver, CO"
36369.138646,5.91740429,5.39687017,2.98,51568.2937,908723.381,"4123 Lake St Suite 377, Phoenix, AZ"
71610.367268,3.82273783,9.48773887,5.72,31970.7396,1211251.142,"3144 Hill St Suite 630, Boston, MA"
49496.549506,6.78208407,7.68779237,4.96,50652.6865,1219921.13,"2282 Lake St Suite 294, Denver, CO"
79883.472606,6.42322554,4.4312514,2.5,46005.634,1286062.788,"4776 Cedar St Suite 310, Denver, CO"
42815.448359,7.17981868,6.47868982,4.06,44217.1659,1085008.591,"4436 Lincoln St Suite 650, Denver, CO"
40243.794231,6.84787006,4.76774986,2.19,60655.7264,1017496.844,"3096 Lake St Suite 606, Atlanta, GA"
95432.571317,6.40515349,8.74810768,4.84,41024.6597,1508109.325,"4354 Oak St Suite 537, Atlanta, GA"
71669.024211,5.81094524,5.70819284,3.82,29055.2364,1106499.907,"893 Oak St Suite 967, Dallas, TX"
49414.921533,6.3879256,4.87890003,2.41,66287.3905,1125931.378,"6935 Cedar St Suite 140, New York, NY"
30689.926876,4.70084715,7.37052016,4.54,41490.1322,859496.502,"9349 Lake St Suite 665, Denver, CO"
88853.75974,3.21362317,6.87597174,4.16,30993.6152,1239268.331,"6280 Cedar St Suite 654, New York, NY"
96813.132251,2.72942201,8.18319276,3.75,33486.4579,1287871.318,"6659 Cedar St Suite 347, Atlanta, GA"
72672.504422,9.13508142,9.42337873,5.8,20158.4181,1418664.031,"5055 Washington St Suite 693, Boston, MA"
61231.564395,3.85744584,8.93097546,5.17,42206.6534,1151648.602,"6229 Oak St Suite 654, Phoenix, AZ"
44359.0136,7.3864893,6.05655203,2.88,37114.4367,1099850.165,"340 Lincoln St Suite 619, Boston, MA"
88675.326712,6.85243149,5.61072737,2.86,50047.6774,1388794.786,"6620 Cedar St Suite 323, Denver, CO"
54728.584277,4.19313414,8.00453649,3.78,38972.203,1019077.495,"7696 Oak St Suite 802, Seattle, WA"
75183.407879,2.51755967,7.99148768,5.64,48582.8256,1132498.658,"7149 Lincoln St Suite 534, Dallas, TX"
60615.364148,4.78584041,4.8838515,2.29,32992.9544,1000327.0,"2591 Pine St Suite 324, Seattle, WA"
89213.178326,9.83329197,5.55200288,2.76,24498.6251,1484709.348,"9058 Oak St Suite 356, Dallas, TX"
66767.770836,4.04116264,4.04320537,2.67,41794.6884,989931.995,"3048 Cedar St Suite 519, Phoenix, AZ"
41664.015773,2.5342312,9.10267076,4.8,48630.4525,934587.358,"2883 Lake St Suite 661, Atlanta, GA"
95941.127387,9.15937604,4.65371656,2.27,29769.2503,1418711.019,"1263 Maple St Suite 891, Dallas, TX"
48833.089078,8.26514871,6.73767327,3.33,47671.9327,1170341.002,"8744 Pine St Suite 351, New York, NY"
52783.450185,3.37435638,4.90636214,2.39,45045.6544,912269.197,"932 Washington St Suite 238, Miami, FL"
33384.112662,3.24727528,3.92603688,2.0,61713.996,729908.722,"4028 Lincoln St Suite 279, Dallas, TX"
79940.078388,3.29669521,7.24207529,5.05,69142.8149,1240089.743,"2227 Oak St Suite 394, Atlanta, GA"
67022.513642,5.91965214,8.27980977,4.5,56311.7469,1313050.683,"8515 Hill St Suite 905, Boston, MA"
82614.188325,6.18776333,5.85374805,3.25,44986.3349,1285299.305,"597 Cedar St Suite 175, Denver, CO"
88936.221085,2.92428956,9.32915643,5.47,34975.8981,1315399.578,"263 Cedar St Suite 545, Miami, FL"
61495.830421,6.72343932,8.31129337,5.5,59688.0263,1289863.128,"6494 Cedar St Suite 245, New York, NY"
93035.250425,9.22930941,4.77043967,2.77,55644.5139,1521709.649,"2137 Washington St Suite 152, Seattle, WA"
96340.780185,9.17631094,9.45922708,5.78,22655.9671,1632734.672,"7621 Washington St Suite 769, Boston, MA"
35468.643396,4.3516083,8.74765953,4.75,22026.2208,927556.022,"1111 Hill St Suite 439, Seattle, WA"
51723.924239,6.05374045,3.07739329,2.08,57216.8857,983650.629,"9202 Lake St Suite 161, New York, NY"
65665.469284,7.04539606,5.59886503,3.18,36702.0465,1158808.922,"5351 Lake St Suite 476, New York, NY"
86085.677193,6.68496931,9.18473124,4.58,41670.4088,1451524.545,"8421 Oak St Suite 782, Dallas, TX"
99905.117137,3.22664004,8.77299081,5.27,55713.5584,1420960.291,"2359 Pine St Suite 880, Seattle, WA"
36523.272121,5.07111629,5.76079584,4.02,35145.5145,799108.254,"2179 Cedar St Suite 528, Seattle, WA"
59231.233641,8.60737699,4.06152517,2.21,32757.3941,1143723.225,"1086 Pine St Suite 979, New York, NY"
48585.5382,5.86131661,3.46262351,2.0,69059.8635,1006926.21,"8086 Maple St Suite 181, Atlanta, GA"
86818.284489,4.74189708,8.09545327,4.77,43446.3151,1376009.644,"8978 Hill St Suite 746, Denver, CO"
66869.640879,7.34201489,8.84751058,4.73,54130.0716,1360464.142,"9730 Cedar St Suite 331, New York, NY"
60371.135651,4.17750825,9.57958033,5.84,68638.0572,1232266.366,"9695 Lake St Suite 920, Phoenix, AZ"
37454.776151,3.18377576,4.56537648,2.25,64037.3078,810497.633,"4076 Lincoln St Suite 256, Dallas, TX"
78816.720679,6.04674926,5.88851518,3.42,48328.6435,1272373.1,"7884 Maple St Suite 893, Denver, CO"
94828.715341,2.4552243,5.84147294,3.35,40711.145,1225025.483,"502 Hill St Suite 479, Dallas, TX"
51560.518939,5.89215969,9.98458965,4.66,39817.2337,1186449.311,"3853 Lake St Suite 349, Miami, FL"
53527.790018,6.78385731,7.15412229,3.44,25032.9916,1125331.634,"1349 Oak St Suite 253, Boston, MA"
64485.393187,2.73852038,9.79042149,4.78,52398.4881,1155717.94,"2910 Oak St Suite 236, Phoenix, AZ"
98859.074481,4.93413589,7.79963192,3.78,37862.5251,1425216.354,"9372 Maple St Suite 141, Miami, FL"
92501.580877,4.64113391,3.27259573,2.0,69409.2334,1249282.794,"3150 Pine St Suite 500, Atlanta, GA"
37527.692979,6.74696125,7.30804559,4.01,61590.1108,1037868.062,"4661 Pine St Suite 166, Atlanta, GA"
72431.74128,4.07985778,7.50424819,3.83,24806.0095,1083779.293,"525 Washington St Suite 972, Denver, CO"
76550.600316,7.55927017,8.67189553,5.14,45443.7939,1393731.05,"4812 Washington St Suite 528, Seattle, WA"
85598.025463,8.77698286,7.66378755,4.89,43064.3381,1508136.056,"963 Maple St Suite 251, Dallas, TX"
99875.800546,3.00887794,8.05938811,4.96,36636.4106,1324305.878,"5243 Cedar St Suite 835, Atlanta, GA"
60473.438417,2.98094803,7.51017716,3.49,47606.0118,981011.16,"3437 Lincoln St Suite 771, New York, NY"
55494.653292,5.12635423,5.41559951,3.76,62056.0676,1028466.531,"4132 Washington St Suite 291, Atlanta, GA"
62445.276276,9.73242023,8.48607348,4.06,42480.6123,1432393.781,"6920 Hill St Suite 869, Miami, FL"
30520.709238,8.26565344,9.68002701,5.59,44344.7102,1076377.581,"5482 Pine St Suite 143, Miami, FL"
46801.636486,6.83137467,9.69943828,4.56,56039.2195,1181657.767,"5911 Hill St Suite 919, Denver, CO"
53602.58721,2.83677801,8.4009762,3.86,30085.6614,983749.463,"2422 Hill St Suite 796, Phoenix, AZ"
67160.83696,9.11669097,9.95541749,5.27,50611.2253,1423156.256,"646 Lincoln St Suite 836, Phoenix, AZ"
67715.457676,8.04618862,3.31159562,2.0,40366.815,1206769.471,"1029 Lincoln St Suite 949, Boston, MA"
95033.388529,9.31284165,7.26132321,4.58,35758.9774,1550251.561,"4920 Oak St Suite 936, Seattle, WA"
76790.255929,6.63650979,5.76368805,4.11,31461.0423,1212296.65,"3634 Lincoln St Suite 344, Boston, MA"
30157.528967,2.38211006,3.53273999,2.0,46762.8818,679388.433,"268 Lake St Suite 887, New York, NY"
64764.492059,6.64140995,6.73863007,3.66,58983.74,1218096.44,"3848 Washington St Suite 674, Denver, CO"
42406.570227,7.24882026,3.09947948,2.0,36438.7415,915937.954,"1630 Pine St Suite 867, Phoenix, AZ"
41831.584245,4.33853302,4.79964741,3.14,41322.4695,870440.363,"2686 Hill St Suite 199, Phoenix, AZ"
51664.469688,6.33855633,6.84076468,4.7,69140.6803,1205352.057,"55 Cedar St Suite 167, Phoenix, AZ"
97560.057212,2.90696608,6.15904115,4.11,58299.9896,1263947.808,"8759 Lincoln St Suite 623, Dallas, TX"
63686.931035,6.91492804,8.49847902,5.04,24601.5052,1242811.869,"8935 Lake St Suite 842, New York, NY"
93764.395371,6.96273576,9.78595481,4.86,69606.1489,1698569.168,"2659 Pine St Suite 450, Miami, FL"
66546.069585,7.51623842,4.35919309,2.0,57865.7179,1219873.492,"6378 Washington St Suite 206, Boston, MA"
44865.19867,3.52114949,7.46242463,3.7,57386.7172,990662.993,"1097 Cedar St Suite 954, Atlanta, GA"
69022.0436,5.66282549,5.25549803,3.1,64998.5266,1228391.168,"9355 Hill St Suite 117, Denver, CO"
75410.177735,5.32426946,8.86263382,4.07,63100.3423,1376954.212,"1397 Pine St Suite 963, Dallas, TX"
71625.394422,6.4912983,3.81545725,2.53,44717.2704,1207299.767,"5583 Maple St Suite 739, New York, NY"
85030.235562,7.10464235,4.72226302,2.58,41282.0304,1321229.359,"638 Maple St Suite 156, Phoenix, AZ"
76537.656616,9.98722483,7.87134743,3.83,69964.0372,1586873.894,"1219 Hill St Suite 176, Atlanta, GA"
51586.959226,4.39856108,3.15912565,2.0,36387.6922,905480.231,"1525 Pine St Suite 637, Dallas, TX"
55377.251341,2.76125812,4.84939896,2.91,64420.4193,947743.025,"1292 Cedar St Suite 150, Phoenix, AZ"
51804.196603,8.08507529,8.28388442,3.89,23983.1571,1202003.848,"8994 Lake St Suite 665, Phoenix, AZ"
37030.500268,5.22919826,9.51551149,5.77,63898.2134,1094865.555,"853 Pine St Suite 170, Dallas, TX"
96428.867773,6.70643407,3.74780087,2.1,43461.1559,1380908.323,"5917 Washington St Suite 654, Dallas, TX"
48499.757507,6.72683084,6.92833329,3.4,24100.4439,1061018.028,"9323 Maple St Suite 745, New York, NY"
62922.097186,7.82998924,3.88662995,2.0,61108.7818,1251468.105,"8351 Cedar St Suite 517, New York, NY"
77698.784222,9.00058194,7.03683528,3.55,62092.0093,1481807.913,"7041 Cedar St Suite 727, Boston, MA"
43473.025544,6.22224917,5.40987508,3.14,49538.5064,993540.939,"9476 Lake St Suite 375, Seattle, WA"
73146.939352,9.11654157,7.94833054,4.96,50262.796,1474972.756,"9679 Cedar St Suite 864, Phoenix, AZ"
78390.997268,6.6129281,8.70112361,4.67,68358.7182,1464354.826,"4077 Pine St Suite 828, New York, NY"
46159.895583,3.9999678,3.32594948,2.28,39735.9384,822272.955,"1846 Oak St Suite 767, Seattle, WA"
80206.555335,8.63976566,3.09631945,2.08,30316.6723,1262367.537,"2366 Pine St Suite 841, Dallas, TX"
90816.079943,4.6008929,5.87788788,3.05,54015.7264,1304373.626,"2391 Cedar St Suite 498, Denver, CO"
43160.048506,7.32685595,9.62735612,6.04,44445.6757,1176671.979,"4488 Washington St Suite 150, Phoenix, AZ"
30214.017558,5.70866008,3.42983219,2.0,22979.616,689323.361,"6774 Maple St Suite 394, Miami, FL"
49841.232073,3.41648063,8.38337495,4.71,58131.6668,1038500.513,"1070 Lincoln St Suite 456, Phoenix, AZ"
75097.501022,5.59474458,7.81901633,4.83,43841.761,1262838.817,"3614 Lincoln St Suite 236, New York, NY"
84670.546922,7.16176286,5.69207155,2.6,47587.3279,1391155.318,"2371 Maple St Suite 374, Denver, CO"
66541.976242,7.5192628,4.90268477,2.54,59973.0669,1258741.355,"9293 Maple St Suite 347, Phoenix, AZ"
47646.913727,3.95435356,9.70375275,4.52,62792.5079,1104109.498,"9412 Pine St Suite 742, Atlanta, GA"
98421.622194,2.0269667,9.71035062,5.84,54481.8889,1345490.923,"24 Lincoln St Suite 298, Miami, FL"
37592.636505,4.45070444,8.34913551,5.22,60229.6596,972872.991,"9605 Cedar St Suite 743, Boston, MA"
76888.539709,9.6852319,6.95650972,4.13,38996.0757,1408645.215,"5321 Oak St Suite 978, Denver, CO"
54981.645741,8.07141222,6.72740191,3.75,41541.1596,1155167.255,"9215 Oak St Suite 806, Dallas, TX"
37223.46909,9.16740245,4.61913103,2.21,30247.9676,924728.153,"1190 Maple St Suite 797, Atlanta, GA"
80290.167701,3.76585726,4.50173618,2.65,21830.7933,1101756.21,"192 Washington St Suite 223, Phoenix, AZ"
75011.345828,9.11841252,9.25171916,6.27,66178.3581,1551734.934,"4102 Cedar St Suite 145, Atlanta, GA"
78229.768793,6.32860113,7.60107915,3.88,20317.8302,1259831.138,"8021 Cedar St Suite 914, Boston, MA"
92122.77914,2.80074835,6.52590318,4.12,48783.7398,1289514.287,"5848 Lincoln St Suite 669, Miami, FL"
31882.956115,2.78008944,7.39044514,5.22,33762.8966,738849.361,"2820 Pine St Suite 339, New York, NY"
81270.815898,3.56684845,4.46349646,2.96,43042.756,1095235.265,"2204 Oak St Suite 220, Seattle, WA"
55664.968892,8.05271512,8.32764824,4.03,41591.1262,1247328.864,"1037 Pine St Suite 585, Boston, MA"
30533.595622,4.99628514,6.73120763,3.46,64645.0194,962309.371,"3470 Maple St Suite 257, Boston, MA"
37590.780708,3.83405702,8.68819684,5.39,46013.0933,956280.35,"9094 Hill St Suite 563, Miami, FL"
88014.287798,6.75415674,7.62361637,4.85,42452.9287,1452483.913,"7293 Lake St Suite 423, Phoenix, AZ"
72439.691834,9.40970491,8.58811479,4.15,29813.4825,1491861.507,"4843 Washington St Suite 891, Atlanta, GA"
94907.329875,8.99779794,3.80743263,2.0,65041.547,1542483.359,"1855 Lincoln St Suite 504, Miami, FL"
33698.218884,3.43834076,9.13059359,4.48,32024.1455,904215.745,"832 Maple St Suite 347, Dallas, TX"
53737.837052,6.30053175,4.81760754,2.89,26808.9976,1002936.694,"3364 Pine St Suite 922, Seattle, WA"
78914.286379,2.71506474,4.03475555,2.3,41106.1205,1057305.749,"8958 Maple St Suite 855, Denver, CO"
62262.944367,7.45071151,9.94926321,5.96,21655.3062,1281047.224,"397 Oak St Suite 185, Denver, CO"
41544.675403,7.93758433,7.45927437,5.09,54397.8201,1140390.413,"7878 Maple St Suite 549, Denver, CO"
34007.330426,7.04676823,9.78050569,6.5,27488.7626,1015376.518,"1887 Lake St Suite 870, Phoenix, AZ"
48256.284603,2.68032351,8.68936113,4.62,48819.2505,991212.611,"7812 Lake St Suite 602, Dallas, TX"
40540.407392,8.59485619,5.02284036,2.65,22122.9916,988616.745,"7122 Lincoln St Suite 126, New York, NY"
71944.815393,2.02236472,4.82899708,3.02,37267.6081,957310.311,"5595 Maple St Suite 470, Phoenix, AZ"
67102.465484,5.24146678,6.94101055,4.37,27463.6529,1112608.513,"5270 Hill St Suite 777, New York, NY"
55634.744925,8.57262571,8.49597935,5.0,22093.6577,1251274.19,"646 Lincoln St Suite 154, Boston, MA"
44554.156041,5.28146771,8.99217933,4.87,50904.5551,1085475.37,"8616 Pine St Suite 228, Dallas, TX"
34249.823606,8.41594976,9.4969702,4.54,32640.7559,1121795.998,"8661 Maple St Suite 669, New York, NY"
48312.547608,7.86627998,9.73506434,5.08,47373.8835,1199516.56,"4080 Cedar St Suite 487, Seattle, WA"
66982.491056,2.51332738,4.87459607,3.2,23276.5277,904545.46,"6555 Lake St Suite 843, Miami, FL"
66520.643309,7.16148863,7.66885278,4.66,34879.3363,1316229.586,"2139 Hill St Suite 839, Boston, MA"
44971.202294,4.47668028,8.44806389,5.76,63672.2096,1062912.935,"6393 Lake St Suite 746, Boston, MA"
40967.040768,9.56913374,5.61565471,3.44,63673.3473,1207960.683,"6047 Hill St Suite 656, Miami, FL"
50568.317051,9.67374741,9.38003065,6.5,24230.343,1319876.612,"6182 Lake St Suite 521, Phoenix, AZ"
90415.892902,6.10384116,9.71980192,5.33,65813.7225,1582725.051,"1786 Hill St Suite 347, Miami, FL"
88129.094532,4.20346554,8.07846267,5.36,50504.7619,1339290.521,"1009 Hill St Suite 138, Phoenix, AZ"
78077.921903,2.46018743,8.97075771,5.64,65824.2954,1260581.373,"5818 Cedar St Suite 948, Phoenix, AZ"
71098.508925,9.06784199,3.85526294,2.0,60335.2496,1386765.804,"1675 Maple St Suite 196, Atlanta, GA"
66834.798997,7.7700138,8.51161157,4.64,50322.8248,1381007.346,"3244 Lincoln St Suite 321, Miami, FL"
58349.615522,4.58416134,4.58002323,2.17,62740.6766,1083843.523,"1259 Maple St Suite 868, Atlanta, GA"
83087.884764,4.61952853,5.72538469,3.24,45034.1754,1195679.253,"8593 Oak St Suite 110, Miami, FL"
44609.248768,2.2125541,8.67481029,4.64,36729.4241,899213.868,"6800 Maple St Suite 662, Miami, FL"
88631.772934,6.19095796,3.09184139,2.0,36692.598,1209389.255,"4648 Maple St Suite 842, Boston, MA"
94167.048262,9.05825017,7.76084527,4.53,50487.1312,1596188.544,"5666 Pine St Suite 159, Dallas, TX"
51785.949858,2.5673015,3.86221552,2.12,58593.3707,843142.65,"3701 Cedar St Suite 506, Atlanta, GA"
54006.520351,2.21100918,3.97505558,2.0,29735.2964,807161.103,"2584 Cedar St Suite 721, Miami, FL"
35145.108602,5.61033549,5.34633887,3.08,24611.2371,860855.195,"4817 Pine St Suite 632, Boston, MA"
95846.740695,2.34282749,5.56785175,3.93,59601.6092,1227444.081,"3894 Lincoln St Suite 504, Boston, MA"
60475.987476,8.3258553,3.32450882,2.0,25825.6323,1126600.874,"295 Oak St Suite 297, New York, NY"
66417.959421,3.62545767,5.73412818,2.72,24418.9873,1025832.235,"447 Washington St Suite 257, Atlanta, GA"
35087.55872,9.52247392,4.48997413,2.08,58379.7319,1090104.28,"853 Washington St Suite 621, Miami, FL"
60536.832288,2.87018946,7.38464802,4.13,58152.5992,1083717.779,"2337 Cedar St Suite 637, Phoenix, AZ"
50328.05765,9.70503247,3.81079998,2.32,47726.5359,1183956.813,"3180 Hill St Suite 405, Seattle, WA"
63382.081765,7.33685433,6.85201749,3.24,26824.7636,1112287.064,"756 Cedar St Suite 339, Denver, CO"
73015.598138,2.99309701,3.71732317,2.19,54555.3889,1079629.511,"8314 Hill St Suite 678, Dallas, TX"
86230.056735,4.28611532,4.27244625,3.02,69768.1761,1260415.636,"4182 Pine St Suite 512, Boston, MA"
83663.994549,6.58172207,5.63107599,2.78,34820.5835,1261636.378,"9836 Lincoln St Suite 191, Phoenix, AZ"
40162.673425,8.26824608,7.05495707,3.69,48438.0601,1111991.042,"2408 Hill St Suite 678, Dallas, TX"
50608.525138,8.17839602,9.21136887,4.96,59614.9278,1357635.012,"3120 Maple St Suite 289, Seattle, WA"
50610.215847,3.13033776,9.78377032,5.68,47992.4381,981806.012,"898 Washington St Suite 737, New York, NY"
99301.585399,5.7838204,5.7859565,3.87,58189.5808,1458244.175,"7242 Pine St Suite 867, Seattle, WA"
51665.122951,9.5442521,8.07080892,4.44,31019.8674,1260691.154,"9870 Hill St Suite 765, Seattle, WA"
92896.532986,6.16166819,7.60081426,4.11,20874.9637,1387088.413,"51 Hill St Suite 517, Dallas, TX"
98711.863532,9.21798806,6.96387486,3.99,21496.9947,1531484.882,"2413 Washington St Suite 704, Denver, CO"
68115.029613,3.17289814,7.62643027,5.17,47530.6975,1074763.76,"1193 Cedar St Suite 115, Atlanta, GA"
86611.949726,2.78602223,8.81429929,4.19,58324.5502,1305686.405,"8660 Hill St Suite 685, Denver, CO"
98633.18797,8.00337423,4.76351379,3.07,33352.3529,1427664.778,"5092 Lake St Suite 741, New York, NY"
89824.584589,8.66023969,4.14971822,2.07,20048.909,1351280.956,"8420 Washington St Suite 714, Boston, MA"
93513.73145,5.1142903,9.98910445,6.5,68982.5274,1530034.518,"1331 Cedar St Suite 933, Denver, CO"
87649.238019,8.58659827,3.17839731,2.0,38759.572,1367059.293,"918 Lake St Suite 182, Phoenix, AZ"
74090.341571,2.5853024,8.16411244,5.66,40389.5523,1131835.358,"3210 Lincoln St Suite 757, Boston, MA"
73888.437301,2.40239338,5.5785274,2.92,33506.0754,1043609.726,"8115 Lincoln St Suite 553, Phoenix, AZ"
57351.657684,2.46545599,9.60051653,4.55,56301.0605,1091988.767,"2131 Pine St Suite 452, New York, NY"
68882.514282,2.73655616,9.10713841,4.6,61300.3014,1159281.663,"6300 Oak St Suite 264, Dallas, TX"
83837.919566,4.10836697,5.78095233,3.18,46676.8013,1233652.786,"3321 Lincoln St Suite 337, Dallas, TX"
95606.918255,9.63354599,5.19940105,2.64,28562.4245,1521927.853,"5649 Washington St Suite 211, Atlanta, GA"
68127.979077,2.63320663,3.07448968,2.0,64955.6969,981656.584,"9879 Pine St Suite 100, Boston, MA"
37883.401925,8.00270143,4.66581087,2.58,53481.6438,1036435.039,"2169 Lincoln St Suite 607, Denver, CO"
56318.677578,3.52309759,6.13242546,2.9,47259.4397,970643.821,"2764 Hill St Suite 148, Miami, FL"
90488.597808,4.35213205,3.3010088,2.0,41557.9872,1215871.333,"4666 Oak St Suite 342, Atlanta, GA"
44342.322109,4.00100749,3.71130808,2.09,25414.1309,779632.671,"8187 Pine St Suite 291, Dallas, TX"
30980.94641,3.2918155,3.64587978,2.03,61031.7434,747058.394,"8786 Pine St Suite 204, Seattle, WA"
48276.885646,9.44468433,5.93907408,3.2,37006.8777,1200312.459,"9937 Lincoln St Suite 339, Boston, MA"
90660.84726,3.85303038,8.75780887,5.49,25749.2732,1244478.63,"8443 Pine St Suite 656, Denver, CO"
58589.761719,4.70777018,7.00697755,3.98,56939.2734,1068697.307,"8923 Washington St Suite 512, Dallas, TX"
61750.160556,7.60089237,5.81861538,2.71,31797.4959,1177232.531,"6637 Pine St Suite 980, New York, NY"
55556.04155,2.01801171,6.78434454,4.62,62034.033,974477.781,"5373 Pine St Suite 188, Boston, MA"
77512.298682,7.27644118,3.10382507,2.0,69443.6687,1334690.237,"1719 Lake St Suite 514, Miami, FL"
81274.275222,6.18269966,8.39063145,5.45,69085.1021,1472709.852,"7483 Oak St Suite 670, Phoenix, AZ"
46465.342865,6.987496,6.79300348,3.35,63403.8825,1179258.559,"2595 Pine St Suite 138, Denver, CO"
85886.956918,9.61119989,7.84255288,4.95,62088.1944,1574448.766,"4109 Lake St Suite 763, Miami, FL"
50869.608833,6.84478106,8.92294873,4.73,47677.0434,1221375.784,"1082 Maple St Suite 390, Denver, CO"
61630.456104,6.3655391,6.20519816,3.03,65645.9358,1215257.332,"5849 Pine St Suite 340, Boston, MA"
61330.541948,5.82081146,6.77489071,3.11,29338.0518,1079103.11,"7406 Lake St Suite 489, Dallas, TX"
97446.654685,2.50784872,7.39473289,3.39,44744.9128,1272096.137,"2457 Washington St Suite 617, Atlanta, GA"
80297.782043,3.23132258,8.83861667,5.34,48840.2137,1244705.064,"8093 Oak St Suite 909, Denver, CO"
77709.391316,2.00523701,7.50484621,3.86,59620.2617,1131034.244,"490 Hill St Suite 873, Boston, MA"
56665.743373,6.95631327,7.7992869,4.2,21531.707,1169657.926,"2046 Pine St Suite 386, Miami, FL"
84486.535655,4.7410519,5.62170513,3.51,66711.543,1271308.23,"3214 Pine St Suite 461, Phoenix, AZ"
42998.222148,3.97299836,9.66147898,4.96,56968.0262,1075410.007,"4412 Washington St Suite 950, Seattle, WA"
90640.449344,3.55654249,9.72332289,4.55,66726.8158,1436954.378,"1305 Hill St Suite 291, Denver, CO"
80569.458896,9.45728889,4.24529004,2.0,39453.8266,1400764.24,"9429 Pine St Suite 513, Seattle, WA"
90783.400898,3.77816345,6.70818643,3.31,38502.5942,1281198.812,"8266 Maple St Suite 673, Boston, MA"
55846.199957,2.20527416,7.52074581,4.14,67812.9489,1111151.543,"9154 Hill St Suite 116, Denver, CO"
82919.15308,8.18402592,5.01113325,3.11,20380.1164,1288404.532,"8394 Maple St Suite 952, Dallas, TX"
93971.627755,6.79200837,4.15370423,2.66,61651.2265,1455126.872,"5466 Cedar St Suite 375, New York, NY"
36020.712023,4.91378946,5.76171527,3.92,34682.4995,873086.744,"3315 Maple St Suite 321, Miami, FL"
55627.70846,9.08879109,8.72277171,4.9,62293.7706,1421445.262,"8594 Maple St Suite 343, Boston, MA"
61312.880215,4.53856188,3.11239733,2.0,67636.5301,1060172.797,"1788 Lake St Suite 888, Dallas, TX"
32463.453295,4.83087606,6.19643082,3.27,67398.7576,966999.349,"2000 Lincoln St Suite 674, New York, NY"
72355.023632,8.67929722,8.30435363,5.91,38049.3296,1403428.029,"9140 Hill St Suite 511, Miami, FL"
92312.9677,9.48139181,6.90184612,3.24,58792.9564,1668519.795,"6818 Oak St Suite 432, Boston, MA"
